,latlng
1164,"嘉定区金地格林世界(卢尔公寓)('121.318411', '31.300537')"
1165,"嘉定区绿地清猗园(威廉公馆二期)('121.320109', '31.297220')"
1166,"嘉定区湖畔天下(别墅)('121.305758', '31.312859')"
1167,"嘉定区骏丰嘉峰汇('121.318810', '31.289598')"
1168,"嘉定区连飞虹湖天地('121.324292', '31.279691')"
1169,"嘉定区湖畔天下一期('121.304572', '31.313037')"
1170,"嘉定区菁英尚都('121.323599', '31.287789')"
1171,"嘉定区德华路331号('121.313256', '31.294589')"
1172,"崇明区明南佳苑('121.425036', '31.648354')"
1173,"崇明区江海名都('121.435078', '31.623496')"
1174,"崇明区天赐景城(公寓)('121.412031', '31.630130')"
1175,"崇明区绿地翠府名邸('121.425602', '31.629044')"
1176,"崇明区亚通水岸景苑('121.412783', '31.634079')"
1177,"崇明区阳光雅轩('121.428926', '31.630228')"
1178,"崇明区绿地瀛洲名邸('121.429051', '31.628336')"
1179,"崇明区永凤花园('121.391633', '31.628497')"
1180,"崇明区阳光雅轩('121.428926', '31.630228')"
1181,"崇明区鹭岛华庭('121.697656', '31.383393')"
1182,"崇明区海岛星城('121.437758', '31.626330')"
1183,"崇明区大华凤凰佳苑('121.700149', '31.393197')"
1184,"崇明区鹭岛华庭('121.697656', '31.383393')"
1185,"崇明区鹭岛华庭('121.697656', '31.383393')"
1186,"崇明区绿地长兴新苑('121.711293', '31.382264')"
1187,"崇明区鹭岛华庭('121.697656', '31.383393')"
1188,"崇明区绿地长兴新苑('121.711293', '31.382264')"
1189,"崇明区裕鸿佳苑('121.839495', '31.518359')"
1190,"崇明区裕鸿佳苑('121.839495', '31.518359')"
1191,"崇明区裕鸿佳苑('121.839495', '31.518359')"
1192,"崇明区裕鸿佳苑('121.839495', '31.518359')"
1193,"崇明区安通东路630弄('121.853676', '31.515792')"
1194,"崇明区裕鸿佳苑('121.839495', '31.518359')"
1195,"崇明区新崇南路35号('121.399999', '31.619640')"
1196,"崇明区绿地瀛洲名邸('121.429051', '31.628336')"
1197,"崇明区宝岛世纪园('121.396642', '31.628525')"
1198,"崇明区绿地瀛洲名邸('121.429051', '31.628336')"
1199,"崇明区东门新村('121.406299', '31.630301')"
1200,"崇明区北门一村('121.397596', '31.625878')"
1201,"崇明区新城明月苑('121.435002', '31.628571')"
1202,"崇明区北门一村('121.397596', '31.625878')"
1203,"崇明区新城明月苑('121.435002', '31.628571')"
1204,"崇明区新崇西路131号('121.394577', '31.625755')"
1205,"崇明区永凤花园('121.391633', '31.628497')"
1206,"崇明区长兴家园('119.917375', '31.029125')"
1207,"崇明区绿地长兴家园('119.917375', '31.029125')"
1208,"崇明区前卫新村('121.723966', '31.391305')"
1209,"崇明区凤辰乐苑('121.696327', '31.395662')"
1210,"崇明区新崇南路28号('121.400166', '31.620057')"
1211,"崇明区绿地瀛洲名邸('121.429051', '31.628336')"
1212,"崇明区明南佳苑('121.425036', '31.648354')"
1213,"崇明区寒山寺路678号('121.403249', '31.623658')"
1214,"崇明区天赐景城(公寓)('121.412031', '31.630130')"
1215,"崇明区瀛通金鳌山公寓('121.432227', '31.624825')"
1216,"崇明区亚通水岸景苑('121.412783', '31.634079')"
1217,"崇明区绿地翠府名邸('121.425602', '31.629044')"
1218,"崇明区绿地瀛洲名邸('121.429051', '31.628336')"
1219,"崇明区绿地翠府名邸('121.425602', '31.629044')"
1220,"崇明区阳光雅轩('121.428926', '31.630228')"
1221,"崇明区鹭岛华庭('121.697656', '31.383393')"
1222,"崇明区鹭岛华庭('121.697656', '31.383393')"
1223,"崇明区西门北村('121.390189', '31.626351')"
1224,"崇明区鹭岛华庭('121.697656', '31.383393')"
1225,"崇明区川心街22号('121.399346', '31.629126')"
1226,"崇明区凤凰花苑(崇明)('121.693425', '31.392935')"
1227,"崇明区明珠花苑(崇明)('121.412415', '31.639806')"
1228,"崇明区绿地长兴新苑('121.711293', '31.382264')"
1229,"崇明区明南佳苑('121.425036', '31.648354')"
1230,"崇明区东门新村('121.406299', '31.630301')"
1231,"崇明区永凤花园('121.391633', '31.628497')"
1232,"崇明区大华凤凰佳苑('121.700149', '31.393197')"
1233,"崇明区鹭岛华庭('121.697656', '31.383393')"
1234,"崇明区凤辰乐苑('121.696327', '31.395662')"
1235,"崇明区中津桥路53号('121.400725', '31.632787')"
1236,"崇明区八一路崇安路住宅小区('121.393173', '31.621860')"
1237,"崇明区凤凰花苑(崇明)('121.693425', '31.392935')"
1238,"崇明区前哨二村('121.874175', '31.526337')"
1239,"崇明区海岛星城('121.437758', '31.626330')"
1240,"崇明区融创海上桃源('121.459647', '31.783971')"
1241,"崇明区东门新村('121.406299', '31.630301')"
1242,"崇明区东滩花园('121.832041', '31.453589')"
1243,"崇明区海岛星城('121.437758', '31.626330')"
1244,"崇明区中南江山美宸('121.772622', '31.351496')"
1245,"崇明区湄洲一村('121.407512', '31.619873')"
1246,"崇明区鹭岛华庭('121.697656', '31.383393')"
1247,"奉贤区新南家园('121.445433', '30.992498')"
1248,"奉贤区金都雅苑('121.446724', '30.989803')"
1249,"奉贤区鸿宝一村(南区)('121.429241', '30.990803')"
1250,"奉贤区新南家园('121.445433', '30.992498')"
1251,"奉贤区澳洲国际花园(公寓)('121.427342', '30.984186')"
1252,"奉贤区新南家园('121.445433', '30.992498')"
1253,"奉贤区华润置地幸福里('121.436785', '30.957808')"
1254,"奉贤区弯弯新村('121.447518', '30.960970')"
1255,"奉贤区华润置地幸福里('121.436785', '30.957808')"
1256,"奉贤区中国铁建香榭国际('121.439509', '30.986654')"
1257,"奉贤区肖塘新村('121.444273', '30.962196')"
1258,"奉贤区新南家园('121.445433', '30.992498')"
1259,"奉贤区新南家园('121.445433', '30.992498')"
1260,"奉贤区文怡花园('121.438899', '30.993386')"
1261,"奉贤区巨龙台湾城('121.432274', '30.983527')"
1262,"奉贤区连城一号('121.431685', '30.989288')"
1263,"奉贤区扶兰路9弄('121.441191', '30.987401')"
1264,"奉贤区华润置地幸福里('121.436785', '30.957808')"
1265,"奉贤区中国铁建香榭国际('121.439509', '30.986654')"
1266,"奉贤区水帘洞小区('121.431049', '30.992438')"
1267,"奉贤区华润置地幸福里('121.436785', '30.957808')"
1268,"奉贤区中国铁建香榭国际('121.439509', '30.986654')"
1269,"奉贤区闸园新村('121.433803', '30.995120')"
1270,"奉贤区华润置地幸福里('121.436785', '30.957808')"
1271,"奉贤区闸园新村('121.433803', '30.995120')"
1272,"奉贤区大桥公寓('121.445341', '30.995145')"
1273,"奉贤区鸿宝二村('121.432214', '30.987598')"
1274,"奉贤区希都公寓('121.430661', '30.996096')"
1275,"奉贤区巨龙台湾城('121.432274', '30.983527')"
1276,"奉贤区金都雅苑('121.446724', '30.989803')"
1277,"奉贤区弯弯新村('121.447518', '30.960970')"
1278,"奉贤区金都雅苑('121.446724', '30.989803')"
1279,"奉贤区华润置地幸福里('121.436785', '30.957808')"
1280,"奉贤区中国铁建香榭国际('121.439509', '30.986654')"
1281,"奉贤区肖塘新村('121.444273', '30.962196')"
1282,"奉贤区新南家园('121.445433', '30.992498')"
1283,"奉贤区新南家园('121.445433', '30.992498')"
1284,"奉贤区文怡花园('121.438899', '30.993386')"
1285,"奉贤区巨龙台湾城('121.432274', '30.983527')"
1286,"奉贤区鸿宝一村(南区)('121.429241', '30.990803')"
1287,"奉贤区连城一号('121.431685', '30.989288')"
1288,"奉贤区扶兰路9弄('121.441191', '30.987401')"
1289,"奉贤区华润置地幸福里('121.436785', '30.957808')"
1290,"奉贤区中国铁建香榭国际('121.439509', '30.986654')"
1291,"奉贤区水帘洞小区('121.431049', '30.992438')"
1292,"奉贤区华润置地幸福里('121.436785', '30.957808')"
1293,"奉贤区中国铁建香榭国际('121.439509', '30.986654')"
1294,"奉贤区闸园新村('121.433803', '30.995120')"
1295,"奉贤区华润置地幸福里('121.436785', '30.957808')"
1296,"奉贤区闸园新村('121.433803', '30.995120')"
1297,"奉贤区大桥公寓('121.445341', '30.995145')"
1298,"奉贤区鸿宝二村('121.432214', '30.987598')"
1299,"奉贤区希都公寓('121.430661', '30.996096')"
1300,"奉贤区巨龙台湾城('121.432274', '30.983527')"
1301,"奉贤区金都雅苑('121.446724', '30.989803')"
1302,"奉贤区连城一号('121.431685', '30.989288')"
1303,"奉贤区新南家园('121.445433', '30.992498')"
1304,"奉贤区连城一号('121.431685', '30.989288')"
1305,"奉贤区华润置地幸福里('121.436785', '30.957808')"
1306,"奉贤区华润置地幸福里('121.436785', '30.957808')"
1307,"奉贤区华润置地幸福里('121.436785', '30.957808')"
1308,"奉贤区华润置地幸福里('121.436785', '30.957808')"
1309,"奉贤区华润置地幸福里('121.436785', '30.957808')"
1310,"奉贤区华润置地幸福里('121.436785', '30.957808')"
1311,"奉贤区锦港新村('121.432552', '30.993372')"
1312,"奉贤区华润置地幸福里('121.436785', '30.957808')"
1313,"奉贤区华润置地幸福里('121.436785', '30.957808')"
1314,"奉贤区水帘洞小区('121.431049', '30.992438')"
1315,"奉贤区连城一号('121.431685', '30.989288')"
1316,"奉贤区华润置地幸福里('121.436785', '30.957808')"
1317,"奉贤区中国铁建香榭国际('121.439509', '30.986654')"
1318,"奉贤区水岸家苑('121.431229', '30.985309')"
1319,"奉贤区果园小区('121.435494', '30.985024')"
1320,"奉贤区水岸家苑('121.431229', '30.985309')"
1321,"奉贤区逸贤雅苑('121.508899', '30.955829')"
1322,"奉贤区朗诗未来街区('121.508075', '30.970134')"
1323,"奉贤区天和尚上海('121.554810', '30.974777')"
1324,"奉贤区象屿滨江悦府('118.181312', '26.638018')"
1325,"奉贤区龙湖春江天越('121.503664', '30.958277')"
1326,"奉贤区龙湖春江天越('121.503664', '30.958277')"
1327,"奉贤区逸贤雅苑('121.508899', '30.955829')"
1328,"奉贤区万科金域华府('121.517206', '30.935450')"
1329,"奉贤区龙湖春江天越('121.503664', '30.958277')"
1330,"奉贤区龙湖春江天越('121.503664', '30.958277')"
1331,"奉贤区龙湖春江天越('121.503664', '30.958277')"
1332,"奉贤区齐贤雅苑('121.506652', '30.961174')"
1333,"奉贤区万顺路2475弄('121.515282', '30.966003')"
1334,"奉贤区朗诗未来街区('121.508075', '30.970134')"
1335,"奉贤区天和前滩时代('121.517335', '30.969957')"
1336,"奉贤区龙湖春江天越('121.503664', '30.958277')"
1337,"奉贤区金水和璟园('121.496383', '30.964237')"
1338,"奉贤区合景万景峰('121.492523', '30.935002')"
1339,"奉贤区解放新村('121.455080', '30.915330')"
1340,"奉贤区育秀八区('121.468226', '30.908514')"
1341,"奉贤区中心公馆('121.458182', '30.909781')"
1342,"奉贤区江海二村(奉贤)('121.456724', '30.901689')"
1343,"奉贤区阳光园(二期)(三期)('121.471508', '30.928255')"
1344,"奉贤区卓越世纪中心(奉贤)('121.494352', '30.912079')"
1345,"奉贤区贝港花苑('121.443394', '30.908751')"
1346,"奉贤区阳光星期8('121.482928', '30.919414')"
1347,"奉贤区合景万景峰('121.492523', '30.935002')"
1348,"奉贤区桐南美麓('121.486699', '30.955587')"
1349,"奉贤区悦丰新苑('121.449465', '30.925316')"
1350,"奉贤区桐南美麓('121.486699', '30.955587')"
1351,"奉贤区金水苑('121.497628', '30.955985')"
1352,"奉贤区泰和名都('121.482965', '30.926979')"
1353,"奉贤区九华新园('121.460157', '30.931586')"
1354,"奉贤区悦晟新苑('121.441952', '30.923538')"
1355,"奉贤区古华A区('121.469410', '30.915848')"
1356,"奉贤区金水丽苑('121.492100', '30.959585')"
1357,"奉贤区九华丽苑('121.461011', '30.925208')"
1358,"奉贤区恒盛湖畔豪庭('121.489508', '30.929553')"
1359,"奉贤区浦南园('121.473710', '30.904181')"
1360,"奉贤区明城海湾新苑('121.559642', '30.863007')"
1361,"奉贤区象屿滨江悦府('118.181312', '26.638018')"
1362,"奉贤区育秀四区('121.471208', '30.911971')"
1363,"奉贤区贝港北区（一区）('121.445016', '30.914514')"
1364,"奉贤区绿地香溢('121.571700', '30.855002')"
1365,"奉贤区海岸景苑('121.477700', '30.830003')"
1366,"奉贤区育秀二区('121.465082', '30.910040')"
1367,"奉贤区绿地无双('121.496962', '30.939121')"
1368,"奉贤区绿地香颂(奉贤)(公寓)('121.509336', '30.827474')"
1369,"奉贤区招商南桥雅苑('121.451958', '30.903910')"
1370,"奉贤区绿地无双('121.496962', '30.939121')"
1371,"奉贤区贝港北区（一区）('121.445016', '30.914514')"
1372,"奉贤区金水新苑('121.492589', '30.954175')"
1373,"奉贤区古华新村('121.466948', '30.915847')"
1374,"奉贤区贝港南区（八区）('121.446158', '30.907649')"
1375,"奉贤区南亭公寓('121.460736', '30.907882')"
1376,"奉贤区悦丰新苑('121.449465', '30.925316')"
1377,"奉贤区江海新村('121.458229', '30.906788')"
1378,"奉贤区南亭公寓('121.460736', '30.907882')"
1379,"奉贤区贝港北区（一区）('121.445016', '30.914514')"
1380,"奉贤区绿地南桥新苑('121.468808', '30.926657')"
1381,"奉贤区百富苑('121.452479', '30.917565')"
1382,"奉贤区正阳世纪星城(绅鸿苑)('121.475128', '30.910454')"
1383,"奉贤区绿地南桥新苑('121.468808', '30.926657')"
1384,"奉贤区古华A区('121.469410', '30.915848')"
1385,"奉贤区鸿吉苑('121.429445', '30.986992')"
1386,"奉贤区逸贤雅苑('121.508899', '30.955829')"
1387,"奉贤区朗诗未来街区('121.508075', '30.970134')"
1388,"奉贤区天和尚上海('121.554810', '30.974777')"
1389,"奉贤区象屿滨江悦府('118.181312', '26.638018')"
1390,"奉贤区龙湖春江天越('121.503664', '30.958277')"
1391,"奉贤区龙湖春江天越('121.503664', '30.958277')"
1392,"奉贤区逸贤雅苑('121.508899', '30.955829')"
1393,"奉贤区万科金域华府('121.517206', '30.935450')"
1394,"奉贤区龙湖春江天越('121.503664', '30.958277')"
1395,"奉贤区龙湖春江天越('121.503664', '30.958277')"
1396,"奉贤区敬贤雅苑('121.474042', '30.917795')"
1397,"奉贤区江海花园('121.462557', '30.904323')"
1398,"奉贤区中国铁建香榭国际('121.439509', '30.986654')"
1399,"奉贤区闸园二村('121.434955', '30.996587')"
1400,"奉贤区华润置地幸福里('121.436785', '30.957808')"
1401,"奉贤区紫菊新苑('121.439550', '30.991602')"
1402,"奉贤区文怡花园('121.438899', '30.993386')"
1403,"奉贤区中国铁建香榭国际('121.439509', '30.986654')"
1404,"奉贤区鸿宝二村('121.432214', '30.987598')"
1405,"奉贤区中国铁建香榭国际('121.439509', '30.986654')"
1406,"奉贤区连城一号('121.431685', '30.989288')"
1407,"奉贤区象屿滨江悦府('118.181312', '26.638018')"
1408,"奉贤区象屿滨江悦府('118.181312', '26.638018')"
1409,"奉贤区象屿滨江悦府('118.181312', '26.638018')"
1410,"奉贤区天和尚上海('121.554810', '30.974777')"
1411,"奉贤区天和前滩时代('121.517335', '30.969957')"
1412,"奉贤区龙湖春江天越('121.503664', '30.958277')"
1413,"奉贤区象屿滨江悦府('118.181312', '26.638018')"
1414,"奉贤区金碧苑('121.509231', '30.962262')"
1415,"奉贤区龙湖春江天越('121.503664', '30.958277')"
1416,"奉贤区象屿滨江悦府('118.181312', '26.638018')"
1417,"奉贤区龙湖春江天越('121.503664', '30.958277')"
1418,"奉贤区龙湖春江天玺('121.511959', '30.971121')"
1419,"奉贤区天和尚上海('121.554810', '30.974777')"
1420,"奉贤区龙湖春江天越('121.503664', '30.958277')"
1421,"奉贤区齐贤雅苑('121.506652', '30.961174')"
1422,"奉贤区中海戈雅园('121.474042', '30.917795')"
1423,"奉贤区龙湖春江天越('121.503664', '30.958277')"
1424,"奉贤区天和尚上海('121.554810', '30.974777')"
1425,"奉贤区保利玲玥公馆('121.741151', '30.873104')"
1426,"奉贤区凤鸣海尚('121.474042', '30.917795')"
1427,"奉贤区凤凰城天悦('121.416412', '31.019843')"
1428,"奉贤区绿地香颂(奉贤)(别墅)('121.473347', '30.932655')"
1429,"奉贤区凤鸣海尚('121.474042', '30.917795')"
1430,"奉贤区凤鸣海尚('121.474042', '30.917795')"
1431,"奉贤区海尚墅林苑('121.509866', '30.838225')"
1432,"奉贤区绿地香颂(奉贤)(别墅)('121.473347', '30.932655')"
1433,"奉贤区明城海湾新苑('121.559642', '30.863007')"
1434,"奉贤区佳源梦想广场('121.512901', '30.850159')"
1435,"奉贤区海尚墅林苑('121.509866', '30.838225')"
1436,"奉贤区中港三村('121.731800', '30.864589')"
1437,"奉贤区五四农场洪卫新村('121.691757', '30.873290')"
1438,"奉贤区绿地香颂(奉贤)(公寓)('121.509336', '30.827474')"
1439,"奉贤区绿地香颂(奉贤)(公寓)('121.509336', '30.827474')"
1440,"奉贤区棕榈滩海景城('121.541589', '30.821305')"
1441,"奉贤区凤鸣海尚('121.474042', '30.917795')"
1442,"奉贤区凤鸣海尚('121.474042', '30.917795')"
1443,"奉贤区绿地香溢('121.571700', '30.855002')"
1444,"奉贤区凤鸣海尚('121.474042', '30.917795')"
1445,"奉贤区海尚墅林苑('121.509866', '30.838225')"
1446,"奉贤区凤鸣海尚('121.474042', '30.917795')"
1447,"奉贤区凤鸣海尚('121.474042', '30.917795')"
1448,"奉贤区绿地香颂(奉贤)(别墅)('121.473347', '30.932655')"
1449,"奉贤区海尚墅林苑('121.509866', '30.838225')"
1450,"奉贤区绿地香颂(奉贤)(公寓)('121.509336', '30.827474')"
1451,"奉贤区凤鸣海尚('121.474042', '30.917795')"
1452,"奉贤区凤鸣海尚('121.474042', '30.917795')"
1453,"奉贤区绿地南桥新苑('121.468808', '30.926657')"
1454,"奉贤区绿地观邸('121.451129', '30.916682')"
1455,"奉贤区万明花园('121.506795', '30.912458')"
1456,"奉贤区正阳世纪星城文华苑('121.473250', '30.913285')"
1457,"奉贤区绿地南桥新苑('121.468808', '30.926657')"
1458,"奉贤区绿地观邸('121.451129', '30.916682')"
1459,"奉贤区万明花园('121.506795', '30.912458')"
1460,"奉贤区正阳世纪星城文华苑('121.473250', '30.913285')"
1461,"奉贤区绿地智尊('121.461088', '30.942921')"
1462,"奉贤区招商南桥雅苑('121.451958', '30.903910')"
1463,"奉贤区汤臣臻园('121.480231', '30.928526')"
1464,"奉贤区望园豪庭('121.487934', '30.921918')"
1465,"奉贤区育秀十一区('121.472231', '30.907101')"
1466,"奉贤区绿地南桥新苑('121.468808', '30.926657')"
1467,"奉贤区育秀九区('121.470014', '30.908887')"
1468,"奉贤区玫瑰苑(别墅)('121.463715', '30.938154')"
1469,"奉贤区光语著('121.505708', '30.898392')"
1470,"奉贤区绿地无双('121.496962', '30.939121')"
1471,"奉贤区阳光家园('121.447142', '30.905383')"
1472,"奉贤区明城玫瑰园('121.559527', '30.860822')"
1473,"奉贤区绿地香颂(奉贤)(公寓)('121.509336', '30.827474')"
1474,"奉贤区凤鸣海尚('121.474042', '30.917795')"
1475,"奉贤区海尚墅林苑('121.509866', '30.838225')"
1476,"奉贤区凤鸣海尚('121.474042', '30.917795')"
1477,"奉贤区世茂海滨馨苑('121.563923', '30.862909')"
1478,"奉贤区绿地香颂(奉贤)(公寓)('121.509336', '30.827474')"
1479,"奉贤区保利玲玥公馆('121.741151', '30.873104')"
1480,"奉贤区绿地香颂(奉贤)(公寓)('121.509336', '30.827474')"
1481,"奉贤区绿地香颂(奉贤)(公寓)('121.509336', '30.827474')"
1482,"奉贤区招商海廷(五期)('121.519360', '30.829258')"
1483,"奉贤区明城海湾新苑('121.559642', '30.863007')"
1484,"奉贤区凤鸣海尚('121.474042', '30.917795')"
1485,"奉贤区海湾艺墅('121.524803', '30.823173')"
1486,"奉贤区绿地香颂(奉贤)(公寓)('121.509336', '30.827474')"
1487,"奉贤区绿地香颂(奉贤)(公寓)('121.509336', '30.827474')"
1488,"奉贤区凤凰城天境('121.416412', '31.019843')"
1489,"奉贤区凤鸣海尚('121.474042', '30.917795')"
1490,"奉贤区绿地香颂(奉贤)(别墅)('121.473347', '30.932655')"
1491,"奉贤区保利玲玥公馆('121.741151', '30.873104')"
1492,"奉贤区绿地香颂(奉贤)(别墅)('121.473347', '30.932655')"
1493,"奉贤区招商海廷(四期)('121.515630', '30.828485')"
1494,"奉贤区海湾国际名苑('121.513503', '30.822673')"
1495,"奉贤区绿地香颂(奉贤)(公寓)('121.509336', '30.827474')"
1496,"奉贤区佳兆业珊瑚湾(公寓)('121.536246', '30.825108')"
1497,"奉贤区凤鸣海尚('121.474042', '30.917795')"
1498,"奉贤区育秀八区('121.468226', '30.908514')"
1499,"奉贤区金水苑('121.497628', '30.955985')"
1500,"奉贤区江海新村('121.458229', '30.906788')"
1501,"奉贤区江海二村(奉贤)('121.456724', '30.901689')"
1502,"奉贤区光语著('121.505708', '30.898392')"
1503,"奉贤区绿地观邸('121.451129', '30.916682')"
1504,"奉贤区江海新村('121.458229', '30.906788')"
1505,"奉贤区解放新村('121.455080', '30.915330')"
1506,"奉贤区阳光星期8('121.482928', '30.919414')"
1507,"奉贤区同盛南桥花园('121.458159', '30.927720')"
1508,"奉贤区金海苑('121.499790', '30.918003')"
1509,"奉贤区贝港南区（八区）('121.446158', '30.907649')"
1510,"奉贤区佳源梦想广场('121.512901', '30.850159')"
1511,"奉贤区凤鸣海尚('121.474042', '30.917795')"
1512,"奉贤区绿地香溢('121.571700', '30.855002')"
1513,"奉贤区佳源梦想广场('121.512901', '30.850159')"
1514,"奉贤区凤鸣海尚('121.474042', '30.917795')"
1515,"奉贤区绿地香颂(奉贤)(别墅)('121.473347', '30.932655')"
1516,"奉贤区棕榈滩海景城('121.541589', '30.821305')"
1517,"奉贤区汤臣臻园('121.480231', '30.928526')"
1518,"奉贤区解放新村('121.455080', '30.915330')"
1519,"奉贤区银河丽湾('121.492795', '30.916814')"
1520,"奉贤区贝港南区（第二居民区）('121.446158', '30.907649')"
1521,"奉贤区运河新村(南桥)('121.461907', '30.919084')"
1522,"奉贤区众旺苑('121.441259', '30.913301')"
1523,"奉贤区育秀三区('121.469141', '30.909907')"
1524,"奉贤区绿地南桥新苑('121.468808', '30.926657')"
1525,"奉贤区桐南美麓('121.486699', '30.955587')"
1526,"奉贤区解放新村('121.455080', '30.915330')"
1527,"奉贤区贝港南区（三区）('121.446158', '30.907649')"
1528,"奉贤区育秀五区('121.460998', '30.907263')"
1529,"奉贤区贝港北区（一区）('121.445016', '30.914514')"
1530,"奉贤区奉浦二村('121.461497', '30.939587')"
1531,"奉贤区贝港南区（六区，新村南区）('121.446158', '30.907649')"
1532,"奉贤区金昊雅苑南区('121.516073', '30.906042')"
1533,"奉贤区绿地无双('121.496962', '30.939121')"
1534,"奉贤区合景万景峰('121.492523', '30.935002')"
1535,"奉贤区金水新苑('121.492589', '30.954175')"
1536,"奉贤区光语著('121.505708', '30.898392')"
1537,"奉贤区保利象屿公园悦府('121.489295', '30.952396')"
1538,"奉贤区贝港南区（八区）('121.446158', '30.907649')"
1539,"奉贤区解放新村('121.455080', '30.915330')"
1540,"奉贤区悦丰新苑('121.449465', '30.925316')"
1541,"奉贤区光语著('121.505708', '30.898392')"
1542,"奉贤区南亭公寓('121.460736', '30.907882')"
1543,"奉贤区绿地南桥新苑('121.468808', '30.926657')"
1544,"奉贤区百富苑('121.452479', '30.917565')"
1545,"奉贤区解放新村('121.455080', '30.915330')"
1546,"奉贤区恒盛湖畔豪庭('121.489508', '30.929553')"
1547,"奉贤区江海新村('121.458229', '30.906788')"
1548,"奉贤区解放新村('121.455080', '30.915330')"
1549,"奉贤区阳光星期8('121.482928', '30.919414')"
1550,"奉贤区同盛南桥花园('121.458159', '30.927720')"
1551,"奉贤区金海苑('121.499790', '30.918003')"
1552,"奉贤区贝港南区（八区）('121.446158', '30.907649')"
1553,"奉贤区佳源梦想广场('121.512901', '30.850159')"
1554,"奉贤区凤鸣海尚('121.474042', '30.917795')"
1555,"奉贤区绿地香溢('121.571700', '30.855002')"
1556,"奉贤区佳源梦想广场('121.512901', '30.850159')"
1557,"奉贤区凤鸣海尚('121.474042', '30.917795')"
1558,"奉贤区绿地香颂(奉贤)(别墅)('121.473347', '30.932655')"
1559,"奉贤区棕榈滩海景城('121.541589', '30.821305')"
1560,"奉贤区棕榈滩海景城('121.541589', '30.821305')"
1561,"奉贤区佳源梦想广场('121.512901', '30.850159')"
1562,"奉贤区佳兆业珊瑚湾(公寓)('121.536246', '30.825108')"
1563,"奉贤区绿地香颂(奉贤)(公寓)('121.509336', '30.827474')"
1564,"奉贤区海湾国际名苑('121.513503', '30.822673')"
1565,"奉贤区棕榈滩海景城('121.541589', '30.821305')"
1566,"奉贤区悦丰新苑('121.449465', '30.925316')"
1567,"奉贤区绿地南桥新苑('121.468808', '30.926657')"
1568,"奉贤区悦丰新苑('121.449465', '30.925316')"
1569,"奉贤区育秀二区('121.465082', '30.910040')"
1570,"奉贤区酩悦都会('121.509807', '30.898797')"
1571,"奉贤区中粮南桥锦云('121.461189', '30.915586')"
1572,"奉贤区育秀六区('121.462980', '30.906363')"
1573,"奉贤区新建东路79号('121.473184', '30.920265')"
1574,"奉贤区馨雅名筑('121.482179', '30.917715')"
1575,"奉贤区卓越世纪中心(奉贤)('121.494352', '30.912079')"
1576,"奉贤区金鹏花苑('121.466395', '30.912992')"
1577,"奉贤区育秀六区('121.462980', '30.906363')"
1578,"奉贤区贝港南区（六区，新村南区）('121.446158', '30.907649')"
1579,"奉贤区悦晟新苑('121.441952', '30.923538')"
1580,"奉贤区桐南美麓('121.486699', '30.955587')"
1581,"奉贤区悦达南郊华都('121.465304', '30.971099')"
1582,"奉贤区曙光新苑('121.475296', '30.915702')"
1583,"奉贤区绿地观邸('121.451129', '30.916682')"
1584,"奉贤区江海二村(奉贤)('121.456724', '30.901689')"
1585,"奉贤区万龙新村('121.473180', '30.921143')"
1586,"奉贤区悦达南郊华都('121.465304', '30.971099')"
1587,"奉贤区江海二村(奉贤)('121.456724', '30.901689')"
1588,"奉贤区同盛南桥花园('121.458159', '30.927720')"
1589,"奉贤区通阳公寓('121.450322', '30.902832')"
1590,"奉贤区绿地南桥新苑('121.468808', '30.926657')"
1591,"奉贤区绿地南桥新苑('121.468808', '30.926657')"
1592,"奉贤区普康苑('121.471189', '30.904287')"
1593,"奉贤区绿地南桥新苑('121.468808', '30.926657')"
1594,"奉贤区江海二村(奉贤)('121.456724', '30.901689')"
1595,"奉贤区绿地南桥新苑('121.468808', '30.926657')"
1596,"奉贤区宝龙城市广场(奉贤)('121.462718', '30.929864')"
1597,"奉贤区同盛南桥花园('121.458159', '30.927720')"
1598,"奉贤区金昊丽苑('121.492421', '30.910651')"
1599,"奉贤区航星二村('121.464677', '30.932699')"
1600,"奉贤区保利象屿公园悦府('121.489295', '30.952396')"
1601,"奉贤区保利象屿公园悦府('121.489295', '30.952396')"
1602,"奉贤区阳光四季园('121.450277', '30.906428')"
1603,"奉贤区中粮南桥锦云('121.461189', '30.915586')"
1604,"奉贤区保利象屿公园悦府('121.489295', '30.952396')"
1605,"奉贤区育秀九区('121.470014', '30.908887')"
1606,"奉贤区蓝天苑('121.477837', '30.919922')"
1607,"奉贤区金水新苑('121.492589', '30.954175')"
1608,"奉贤区光语著('121.505708', '30.898392')"
1609,"奉贤区保利象屿公园悦府('121.489295', '30.952396')"
1610,"奉贤区贝港南区（八区）('121.446158', '30.907649')"
1611,"奉贤区解放新村('121.455080', '30.915330')"
1612,"奉贤区悦丰新苑('121.449465', '30.925316')"
1613,"奉贤区光语著('121.505708', '30.898392')"
1614,"奉贤区南亭公寓('121.460736', '30.907882')"
1615,"奉贤区绿地南桥新苑('121.468808', '30.926657')"
1616,"奉贤区百富苑('121.452479', '30.917565')"
1617,"奉贤区解放新村('121.455080', '30.915330')"
1618,"奉贤区恒盛湖畔豪庭('121.489508', '30.929553')"
1619,"奉贤区绿地南桥新苑('121.468808', '30.926657')"
1620,"奉贤区贝港北区（一区）('121.445016', '30.914514')"
